id_lead,data_cadastro,interagiu_chatbot,ai_lead_score,status_assinatura
L-2875,2025-02-08,Sim,Morno,Cancelado
L-8863,2025-01-04,Nao,Morno,Ativo
L-6788,2025-06-06,Sim,Quente,Ativo
L-4718,2025-06-14,Sim,Quente,Ativo
L-5965,2025-08-30,Sim,Quente,Trial
L-8242,2025-02-28,Sim,Morno,Trial
L-5433,2025-10-20,,Morno,Ativo
L-9155,2025-03-09,Sim,Morno,Ativo
L-8605,2025-11-21,Sim,Frio,Trial
L-7039,2025-02-14,Sim,Quente,Trial
L-3682,2025-03-16,Nao,Morno,Inativo
L-5083,2025-07-11,Sim,Frio,Ativo
L-5694,2025-04-21,Nao,Morno,Trial
L-9877,2025-03-14,Nao,Morno,Ativo
L-1004,2025-12-04,Sim,Quente,Cancelado
L-7349,2025-11-26,Nao,Frio,Cancelado
L-9537,2025-03-07,Sim,Quente,Inativo
L-9314,2025-11-12,Sim,Quente,Ativo
L-7551,2025-04-12,Sim,Quente,Ativo
L-1497,2025-05-16,,Frio,Ativo
L-2106,2025-07-01,Sim,Quente,Ativo
L-3123,2025-11-22,Nao,Morno,Ativo
L-8750,2025-01-22,,Morno,Ativo
L-7212,2025-08-08,Sim,Frio,Trial
L-6703,2025-07-24,Nao,Frio,Trial
L-3654,2025-06-05,Sim,Frio,Cancelado
L-7107,2025-04-24,Nao,Frio,Trial
L-9149,2025-06-26,Nao,Frio,Ativo
L-3511,2025-05-11,,Frio,Ativo
L-4168,2025-02-17,Nao,Frio,Trial
L-9466,2025-01-07,Sim,Quente,Trial
L-4766,2025-12-30,Sim,Morno,Ativo
L-4997,2025-07-07,Sim,Frio,Ativo
L-6936,2025-05-11,Nao,Frio,Trial
L-5367,2025-06-26,Sim,Quente,Ativo
L-3803,2025-09-12,Sim,Quente,Trial
L-5834,2026-01-19,Nao,Frio,Cancelado
L-1619,2025-03-13,Sim,Morno,Trial
L-9905,2025-02-13,,Frio,Ativo
L-7565,2025-05-13,Nao,Morno,Ativo
L-2420,2025-07-21,,Frio,Trial
L-8943,2025-09-07,Sim,Frio,Ativo
L-8439,2025-03-31,Nao,Frio,Trial
L-3282,2025-10-08,Sim,Quente,Cancelado
L-1653,2025-02-24,Sim,Quente,Ativo
L-5448,2025-12-08,Sim,Morno,Cancelado
L-4159,2025-09-25,Nao,Morno,Cancelado
L-3290,2025-01-01,Nao,Frio,Ativo
L-6370,2025-03-17,Sim,Quente,Trial
L-4312,2025-07-24,Nao,Frio,Ativo
L-3271,2025-09-29,Sim,Quente,Cancelado
L-6158,2026-01-31,Nao,Morno,Trial
L-4435,2025-05-23,Nao,Morno,Ativo
L-9538,2025-10-06,,Morno,Inativo
L-6349,2025-06-30,Sim,Quente,Trial
L-6649,2025-05-24,Nao,Frio,Trial
L-9881,2025-08-14,Nao,Frio,Cancelado
L-5229,2025-05-18,Sim,Morno,Cancelado
L-9797,2025-06-17,Sim,Morno,Ativo
L-9159,2025-04-10,Sim,Quente,Ativo
L-6019,2025-07-29,Sim,Quente,Ativo
L-7653,2025-12-04,Sim,Quente,Inativo
L-8115,2025-11-01,Sim,Quente,Trial
L-5749,2025-07-30,,Frio,Trial
L-8139,2025-05-08,Nao,Morno,Cancelado
L-9513,2025-11-18,Nao,Morno,Cancelado
L-2599,2025-05-26,,Morno,Ativo
L-7323,2025-03-27,Sim,Morno,Ativo
L-2714,2025-03-11,Sim,Quente,Inativo
L-8374,2025-11-05,Nao,Frio,Ativo
L-5458,2025-04-20,,Morno,Ativo
L-4031,2025-06-01,Nao,Frio,Trial
L-2635,2025-10-17,Sim,Quente,Cancelado
L-6772,2025-09-05,Nao,Frio,Ativo
L-9283,2025-01-03,Sim,Quente,Cancelado
L-8858,2025-11-11,Sim,Quente,Trial
L-4870,2026-01-03,,Morno,Trial
L-6417,2025-03-31,Nao,Morno,Ativo
L-3246,2025-01-25,Nao,Frio,Cancelado
L-3560,2025-11-11,Nao,Frio,Ativo
L-4961,2025-09-23,Sim,Quente,Ativo
L-3033,2025-09-17,Sim,Morno,Cancelado
L-6967,2025-07-31,,Quente,Trial
L-2724,1900-01-01,Sim,Morno,Cancelado
L-4314,2025-06-08,,Morno,Trial
L-6741,2026-01-22,Nao,Frio,Ativo
L-2366,2025-04-02,Nao,Quente,Ativo
L-8214,2025-01-25,Sim,Frio,Ativo
L-1330,2025-01-26,Sim,Morno,Cancelado
L-3524,2025-03-27,Nao,Morno,Ativo
L-4962,2025-11-18,Nao,Morno,Ativo
L-9018,2025-03-20,Nao,Frio,Ativo
L-4389,2025-03-23,Nao,Quente,Inativo
L-4191,2025-12-08,Nao,Morno,Cancelado
L-2219,2025-04-01,,Frio,Trial
L-3771,2025-07-15,Nao,Morno,Ativo
L-9966,2025-01-30,Nao,Morno,Inativo
L-4494,2025-02-06,Nao,Morno,Ativo
L-3081,2025-11-16,Nao,Frio,Trial
L-6635,2025-12-22,Nao,Morno,Trial
L-2253,2025-11-03,Sim,Quente,Ativo
L-7957,2025-11-26,Sim,Quente,Trial
L-2628,2025-01-30,Sim,Morno,Ativo
L-4183,2025-05-02,Sim,Quente,Ativo
L-8193,2025-01-14,Sim,Morno,Cancelado
L-9939,2025-03-01,Nao,Frio,Ativo
L-6918,2025-10-23,Nao,Morno,Trial
L-6134,2025-08-24,Nao,Frio,Inativo
L-6632,2025-12-29,Nao,Quente,Ativo
L-5212,2025-08-05,Nao,Morno,Trial
L-5328,2025-11-30,Sim,Morno,Ativo
L-9237,2025-07-25,Nao,Frio,Ativo
L-2619,2025-03-04,Nao,Frio,Inativo
L-2186,2025-08-03,Sim,Quente,Trial
L-5318,2025-09-08,Sim,Frio,Ativo
L-7258,2025-01-24,Nao,Frio,Ativo
L-8047,2025-03-01,Nao,Morno,Trial
L-8304,2025-12-29,Sim,Quente,Cancelado
L-1596,2025-02-18,Nao,Morno,Ativo
L-3186,2025-08-03,Nao,Morno,Ativo
L-1674,2025-04-13,Nao,Morno,Ativo
L-7131,2026-01-27,Sim,Frio,Ativo
L-8715,2025-01-01,Nao,Frio,Ativo
L-3306,2025-05-26,Nao,Frio,Trial
L-3560,2025-11-14,Sim,Quente,Inativo
L-9881,2025-11-10,Nao,Morno,Cancelado
L-3458,2025-08-10,Nao,Frio,Inativo
L-8101,2025-05-22,Nao,Morno,Ativo
L-9518,2025-06-15,Sim,Quente,Ativo
L-9171,2025-06-29,Sim,Quente,Ativo
L-4148,2025-10-19,Sim,Quente,Ativo
L-8572,2025-09-24,Nao,Frio,Ativo
L-3785,2025-10-30,Nao,Frio,Trial
L-9853,2025-09-30,Nao,Quente,Cancelado
L-3518,2026-01-21,Nao,Morno,Ativo
L-9663,2026-02-01,Nao,Morno,Ativo
L-9128,2025-09-21,Sim,Morno,Cancelado
L-4924,2025-07-07,Nao,Frio,Trial
L-4062,2025-07-16,Sim,Quente,Trial
L-8625,2025-04-12,Nao,Frio,Inativo
L-8321,2025-05-30,Nao,Quente,Trial
L-5692,2025-10-18,Nao,Quente,Inativo
L-5670,2025-06-03,Nao,Frio,Ativo
L-9444,2025-08-04,Sim,Quente,Ativo
L-7222,2025-06-25,Sim,Morno,Cancelado
L-8526,2025-01-15,Sim,Frio,Ativo
L-1027,2026-01-23,Sim,Morno,Cancelado
L-5706,2026-01-27,Nao,Morno,Ativo
L-9444,2025-01-04,Sim,Quente,Trial
L-5107,2025-05-03,Nao,Frio,Ativo
L-5392,2025-09-27,Nao,Frio,Inativo
L-3822,2025-01-05,Nao,Frio,Ativo
L-2305,2025-07-05,Sim,Quente,Cancelado
L-4369,2025-08-10,Nao,Frio,Ativo
L-5959,2025-04-15,Nao,Morno,Ativo
L-4337,2025-11-17,Nao,Frio,Cancelado
L-8788,2025-02-11,Sim,Quente,Trial
L-2364,2025-01-26,Nao,Frio,Ativo
L-8603,2026-01-24,Nao,Morno,Cancelado
L-1645,2025-01-23,Nao,Frio,Cancelado
L-5002,2025-11-15,Sim,Morno,Trial
L-2680,2025-12-03,Nao,Morno,Cancelado
L-4355,2025-10-16,Sim,Quente,Inativo
L-8631,2025-04-18,Sim,Frio,Trial
L-6747,2026-01-04,Nao,Quente,Trial
L-2508,2025-12-09,Sim,Quente,Cancelado
L-7329,2026-02-04,Sim,Quente,Ativo
L-5063,2025-12-10,,Morno,Cancelado
L-6576,2025-08-02,Sim,Quente,Trial
L-7003,2025-10-30,Sim,Quente,Cancelado
L-8838,2025-04-01,Nao,Frio,Ativo
L-9663,2025-06-14,Sim,Morno,Cancelado
L-8120,2025-12-18,Sim,Morno,Trial
L-5283,2025-06-16,Sim,Frio,Ativo
L-8264,2025-11-11,Nao,Frio,Cancelado
L-1963,2025-04-09,,Quente,Trial
L-9462,2025-01-18,Nao,Frio,Inativo
L-5996,2025-04-02,Sim,Quente,Cancelado
L-5321,2025-01-08,Sim,Quente,Ativo
L-7568,2025-12-19,Sim,Quente,Inativo
L-3409,2026-01-07,Nao,Frio,Cancelado
L-9735,2025-10-12,Sim,Quente,Cancelado
L-6922,2025-10-11,Nao,Morno,Cancelado
L-3457,2025-04-08,Sim,Quente,Trial
L-4263,2025-07-03,Nao,Morno,Trial
L-9273,2025-12-20,Nao,Morno,Cancelado
L-3832,2025-11-20,Nao,Frio,Cancelado
L-6272,2025-05-07,Nao,Morno,Ativo
L-7127,2025-06-29,,Frio,Trial
L-2399,2025-05-22,Nao,Morno,Ativo
L-1891,2025-11-13,Sim,Quente,Trial
L-8246,2025-02-24,Nao,Frio,Inativo
L-1594,2025-10-13,,Frio,Trial
L-9668,2025-11-05,Nao,Morno,Trial
L-3166,2025-06-08,Sim,Morno,Ativo
L-7235,2025-03-23,Sim,Quente,Inativo
L-2546,2025-02-13,Nao,Frio,Trial
L-5126,2026-01-08,,Morno,Cancelado
L-8279,2025-10-13,,Frio,Trial
L-5752,2025-04-09,Nao,Morno,Ativo
L-1957,2025-04-29,Nao,Morno,Ativo
L-1519,2025-02-08,Sim,Quente,Ativo
L-1981,2025-04-20,Nao,Morno,Cancelado
L-5855,2025-03-05,Nao,Frio,Cancelado
L-8327,2025-12-02,Sim,Morno,Trial
L-6014,2025-03-05,Sim,Morno,Ativo
L-7662,2025-12-01,Nao,Quente,Trial
L-3840,2025-06-16,Nao,Frio,Trial
L-1553,2025-07-30,Sim,Quente,Ativo
L-4907,2025-06-15,Nao,Quente,Ativo
L-7350,2025-10-27,Nao,Morno,Trial
L-5666,2025-10-06,Nao,Morno,Ativo
L-2027,2025-11-23,,Morno,Trial
L-7476,2026-01-30,Nao,Frio,Trial
L-2129,2025-12-26,Sim,Quente,Trial
L-3485,2025-11-22,Nao,Frio,Trial
L-1889,1900-01-01,,Frio,Ativo
L-2643,2025-11-02,Sim,Quente,Ativo
L-5752,2025-09-20,Nao,Quente,Inativo
L-9988,2025-07-11,Nao,Morno,Ativo
L-3663,2025-07-18,Sim,Quente,Trial
L-7579,2025-05-01,Sim,Quente,Ativo
L-1925,2025-12-05,Nao,Morno,Cancelado
L-6126,2025-05-28,Nao,Frio,Ativo
L-2321,2025-05-24,Sim,Quente,Ativo
L-2246,2025-05-24,,Frio,Ativo
L-1676,2025-03-22,Sim,Quente,Ativo
L-8459,2025-02-05,Nao,Morno,Trial
L-7398,2025-08-11,Nao,Morno,Cancelado
L-7350,2025-05-17,Nao,Frio,Trial
L-8776,2025-10-06,Sim,Morno,Ativo
L-8160,2025-10-24,Nao,Frio,Cancelado
L-8933,2025-12-31,Nao,Frio,Cancelado
L-1527,2025-12-19,Sim,Morno,Ativo
L-8676,2025-07-03,Nao,Quente,Ativo
L-1455,2025-07-20,Sim,Quente,Trial
L-2748,2025-04-06,Sim,Morno,Ativo
L-7174,2025-02-17,Sim,Morno,Ativo
L-9714,2025-07-17,Nao,Frio,Ativo
L-2340,2025-10-01,Sim,Quente,Inativo
L-3155,2025-04-11,Nao,Morno,Ativo
L-5938,2025-05-30,Nao,Frio,Inativo
L-2419,2025-06-06,Nao,Frio,Trial
L-3648,2025-06-26,Nao,Frio,Ativo
L-4448,2025-10-26,Nao,Morno,Cancelado
L-7793,2025-04-16,Sim,Morno,Ativo
L-5266,2025-05-19,Nao,Frio,Ativo
L-7682,2025-11-14,Nao,Morno,Inativo
L-6769,2025-01-31,Sim,Frio,Inativo
L-8980,2025-03-31,,Frio,Ativo
L-4010,2025-01-07,Nao,Frio,Ativo
L-4130,2025-09-19,Sim,Quente,Ativo
L-4207,2026-01-26,,Frio,Ativo
L-5567,2025-03-08,Sim,Quente,Ativo
L-7741,2025-01-15,Nao,Morno,Ativo
L-1565,2025-10-12,Nao,Morno,Trial
L-6591,2026-01-31,Sim,Quente,Ativo
L-8287,2025-08-19,Nao,Morno,Trial
L-6817,2025-03-10,Nao,Frio,Ativo
L-3963,2025-09-09,Nao,Frio,Trial
L-8933,2025-06-25,Nao,Quente,Ativo
L-7851,2025-06-01,Nao,Morno,Trial
L-3734,2025-03-28,Nao,Morno,Trial
L-4865,2025-08-02,,Frio,Ativo
L-5427,2025-06-14,Sim,Quente,Ativo
L-5057,2025-10-18,Nao,Frio,Trial
L-2727,2025-06-15,Sim,Quente,Ativo
L-5048,2025-01-27,Nao,Morno,Trial
L-6735,2025-02-22,Sim,Morno,Ativo
L-2840,2025-09-16,Nao,Morno,Ativo
L-8160,2025-02-26,Sim,Morno,Ativo
L-2740,2025-06-21,,Morno,Trial
L-6549,2025-03-09,Nao,Morno,Ativo
L-2699,2026-01-28,Sim,Frio,Ativo
L-9169,2025-06-02,Nao,Quente,Ativo
L-8211,2025-06-20,Nao,Frio,Trial
L-4344,2025-05-27,Nao,Frio,Ativo
L-4319,2025-12-15,Nao,Frio,Inativo
L-6183,2025-03-15,Nao,Frio,Trial
L-1166,1900-01-01,,Frio,Ativo
L-8584,2025-10-05,Nao,Frio,Trial
L-7635,2025-03-03,Nao,Morno,Trial
L-7276,2025-04-28,Sim,Quente,Inativo
L-1274,2025-09-04,Sim,Morno,Trial
L-7047,2025-09-05,Sim,Quente,Ativo
L-7283,2025-05-27,Nao,Frio,Cancelado
L-1147,2026-01-04,,Quente,Trial
L-7688,2026-01-05,Nao,Morno,Cancelado
L-1620,2025-11-06,Nao,Frio,Trial
L-7739,2025-03-03,Nao,Frio,Cancelado
L-7957,2025-07-25,,Frio,Ativo
L-6801,2025-07-16,Sim,Quente,Trial
L-5575,2025-02-20,Nao,Morno,Inativo
L-3378,2025-06-22,Nao,Quente,Trial
L-7224,2025-01-26,Nao,Frio,Cancelado
L-7601,2025-04-02,Nao,Morno,Cancelado
L-1721,2025-09-22,Nao,Frio,Inativo
L-9335,2025-12-27,Nao,Frio,Trial
L-5831,2026-01-20,,Frio,Ativo
L-8265,2025-10-29,Sim,Morno,Ativo
L-3479,2025-11-08,,Morno,Cancelado
L-5468,2025-05-22,,Morno,Ativo
L-1102,2026-01-25,Nao,Frio,Ativo
L-1611,2025-11-13,Nao,Frio,Ativo
L-8174,2025-08-16,,Morno,Trial
L-2807,2025-04-01,Nao,Frio,Ativo
L-7202,2025-11-18,Sim,Quente,Ativo
L-5324,2025-02-27,Nao,Quente,Cancelado
L-8541,2026-01-03,Sim,Quente,Trial
L-1506,2025-12-27,Nao,Quente,Inativo
L-5787,2025-09-02,Nao,Quente,Cancelado
L-1151,2025-07-06,Nao,Quente,Ativo
L-3084,2025-09-20,Sim,Morno,Inativo
L-6734,2025-11-18,,Morno,Cancelado
L-3893,2025-07-12,Sim,Quente,Ativo
L-6593,2025-04-25,Sim,Quente,Ativo
L-8021,2025-04-15,Nao,Frio,Cancelado
L-2438,2025-05-08,Nao,Frio,Ativo
L-2581,2025-07-02,Nao,Morno,Trial
L-4183,2025-05-04,Nao,Frio,Cancelado
L-9018,2025-03-26,Sim,Morno,Inativo
L-5111,2025-05-12,,Frio,Ativo
L-8452,2025-11-02,Sim,Quente,Ativo
L-3468,2025-09-23,Sim,Quente,Cancelado
L-4154,2025-05-30,Nao,Morno,Ativo
L-9029,2025-05-19,Sim,Quente,Cancelado
L-4105,2025-10-06,Nao,Morno,Trial
L-3128,2025-01-01,Sim,Quente,Cancelado
L-6031,2025-05-07,Nao,Morno,Inativo
L-8268,2025-12-15,,Frio,Cancelado
L-3220,2025-09-22,Nao,Morno,Trial
L-6829,2026-01-03,,Morno,Ativo
L-1754,2025-03-31,Sim,Quente,Cancelado
L-8031,2025-02-16,Sim,Morno,Ativo
L-1775,2025-09-24,Nao,Morno,Ativo
L-1260,2025-07-19,,Frio,Trial
L-5009,2025-04-09,Sim,Morno,Cancelado
L-3651,2025-04-10,Nao,Morno,Trial
L-2213,2025-07-06,Nao,Frio,Cancelado
L-2444,2025-06-01,,Frio,Ativo
L-6957,2025-03-28,Nao,Frio,Inativo
L-8538,2025-07-10,Nao,Frio,Cancelado
L-3263,2025-01-08,Sim,Morno,Trial
L-5306,2025-09-17,Sim,Frio,Ativo
L-1111,2025-09-12,Sim,Quente,Trial
L-1260,2025-02-05,Nao,Frio,Cancelado
L-2775,2025-02-17,Nao,Frio,Cancelado
L-9516,2026-01-31,Sim,Quente,Ativo
L-7265,2025-03-16,Sim,Quente,Inativo
L-3112,2025-08-11,Nao,Frio,Ativo
L-5715,2025-10-14,Sim,Quente,Trial
L-5418,2025-08-20,Sim,Quente,Trial
L-5097,2025-08-18,Sim,Quente,Trial
L-5976,2025-03-03,Sim,Quente,Trial
L-1094,2025-06-28,Sim,Quente,Trial
L-9382,2025-01-27,Sim,Morno,Trial
L-9152,2025-05-01,Nao,Frio,Trial
L-1443,2025-08-29,Nao,Frio,Ativo
L-8447,2025-01-05,Nao,Quente,Trial
L-4845,1900-01-01,,Morno,Ativo
L-6537,2025-03-10,Nao,Frio,Ativo
L-5982,2026-01-14,Nao,Frio,Trial
L-8861,2025-01-31,Nao,Frio,Inativo
L-2413,2025-06-08,Sim,Quente,Trial
L-7960,2026-01-28,Nao,Frio,Ativo
L-5491,2025-06-12,Sim,Quente,Ativo
L-9184,2025-04-25,Nao,Morno,Ativo
L-5770,2025-10-20,Nao,Frio,Trial
L-3523,2025-02-27,Nao,Morno,Trial
L-3753,2025-06-01,Sim,Quente,Cancelado
L-1796,2025-05-22,Sim,Quente,Trial
L-5496,2025-05-15,Nao,Quente,Trial
L-2338,2025-08-28,Sim,Quente,Cancelado
L-7343,2025-12-10,Nao,Morno,Inativo
L-8102,2025-04-06,Nao,Frio,Ativo
L-6280,2026-01-09,Nao,Frio,Ativo
L-2491,2025-02-21,Nao,Frio,Ativo
L-7117,2025-03-11,Sim,Quente,Trial
L-1591,2025-06-25,Nao,Morno,Trial
L-7138,2025-02-12,Sim,Quente,Cancelado
L-6436,2025-03-04,Sim,Quente,Ativo
L-5160,2025-08-21,Nao,Morno,Ativo
L-6320,2025-12-07,Sim,Quente,Trial
L-3145,2026-01-28,Sim,Quente,Ativo
L-8590,1900-01-01,Nao,Frio,Ativo
L-3193,1900-01-01,Nao,Frio,Ativo
L-8730,2026-01-17,Sim,Quente,Ativo
L-4673,2026-02-01,Nao,Morno,Ativo
L-9320,2025-09-18,Sim,Morno,Ativo
L-6459,2025-05-09,Nao,Morno,Ativo
L-4153,2026-01-22,Nao,Frio,Ativo
L-1859,2025-06-06,Sim,Quente,Cancelado
L-9009,2025-06-19,Nao,Frio,Cancelado
L-8481,2025-08-28,Nao,Quente,Ativo
L-9486,2025-08-10,,Frio,Ativo
L-7094,2025-06-25,Nao,Morno,Ativo
L-9153,2025-10-15,Nao,Frio,Trial
L-7541,2025-05-08,Nao,Frio,Inativo
L-4322,2025-01-11,Sim,Quente,Ativo
L-2429,2025-04-13,Sim,Quente,Trial
L-4279,2025-01-11,,Quente,Ativo
L-5174,2025-10-23,Nao,Morno,Trial
L-5958,2025-02-03,Nao,Morno,Cancelado
L-9081,2025-11-28,Nao,Frio,Trial
L-6824,2026-01-30,Nao,Quente,Trial
L-1964,2025-12-30,Nao,Frio,Cancelado
L-7962,2025-11-18,Nao,Frio,Trial
L-7385,2025-10-03,Nao,Morno,Inativo
L-8778,2026-01-09,Nao,Frio,Ativo
L-3300,2025-07-04,Nao,Morno,Ativo
L-2373,2026-02-01,Sim,Morno,Ativo
L-5611,2025-09-02,Nao,Frio,Ativo
L-1507,2025-06-21,,Frio,Ativo
L-6248,2025-04-18,Sim,Morno,Inativo
L-7173,2025-10-21,Nao,Frio,Ativo
L-2124,2025-12-21,Nao,Frio,Trial
L-3206,2025-04-26,Nao,Frio,Cancelado
L-5060,2025-05-16,Sim,Quente,Ativo
L-7165,2026-01-17,Sim,Quente,Trial
L-6715,2025-06-25,Nao,Frio,Cancelado
L-2548,2025-09-09,Sim,Morno,Ativo
L-6062,2026-01-07,Nao,Frio,Cancelado
L-4351,2026-01-17,Nao,Frio,Ativo
L-4434,2025-04-23,Sim,Quente,Ativo
L-6445,2025-12-20,Sim,Quente,Ativo
L-6093,2025-12-22,Nao,Frio,Cancelado
L-3761,2025-06-05,Nao,Frio,Trial
L-9933,2025-03-08,Nao,Frio,Inativo
L-7868,2025-07-14,Sim,Morno,Cancelado
L-5068,2025-05-20,Nao,Frio,Inativo
L-5313,2025-11-30,Sim,Morno,Trial
L-9451,2025-11-28,Nao,Morno,Ativo
L-9017,2025-10-01,Nao,Frio,Ativo
L-8613,2025-12-23,Nao,Morno,Trial
L-9725,2025-03-09,Nao,Morno,Trial
L-6684,2025-01-10,Nao,Frio,Ativo
L-8417,2025-12-08,Sim,Frio,Inativo
L-7210,2025-07-27,Nao,Quente,Trial
L-7857,2025-04-06,Sim,Quente,Ativo
L-5916,2025-05-15,Sim,Quente,Cancelado
L-8728,2025-08-02,Nao,Morno,Trial
L-4817,2025-05-19,Sim,Quente,Trial
L-3584,2025-02-22,Nao,Frio,Cancelado
L-3607,2025-07-06,Nao,Quente,Ativo
L-7055,2025-01-07,,Frio,Trial
L-1104,2025-03-06,Nao,Morno,Ativo
L-4611,2025-01-03,Nao,Quente,Cancelado
L-8687,2025-12-27,,Frio,Inativo
L-3637,2025-03-07,Nao,Quente,Cancelado
L-9731,2025-05-14,Sim,Frio,Trial
L-4923,2026-01-24,Nao,Morno,Ativo
L-3765,2025-09-09,Nao,Frio,Ativo
L-7336,2025-08-18,Nao,Morno,Trial
L-6375,2025-08-29,Sim,Quente,Ativo
L-7988,2025-04-25,Sim,Quente,Trial
L-5303,2025-12-18,,Morno,Ativo
L-8843,2025-08-19,Nao,Frio,Ativo
L-3311,2025-02-22,Sim,Frio,Cancelado
L-3378,2025-03-06,Nao,Frio,Ativo
L-4903,2025-03-11,Sim,Morno,Ativo
L-1930,2025-09-18,Sim,Quente,Trial
L-7871,2025-12-18,Sim,Morno,Inativo
L-3496,2025-03-06,Nao,Frio,Trial
L-2759,2025-11-19,Sim,Quente,Cancelado
L-7938,2026-01-07,Nao,Morno,Ativo
L-6042,2025-10-15,Nao,Quente,Inativo
L-5903,2025-09-21,Nao,Morno,Ativo
L-5418,2025-11-12,,Quente,Ativo
L-5970,2025-09-30,Nao,Morno,Cancelado
L-8175,2025-08-31,Nao,Frio,Ativo
L-1827,1900-01-01,Sim,Quente,Trial
L-7331,2025-07-07,,Morno,Ativo
L-9772,2025-11-16,Sim,Quente,Ativo
L-1547,2026-01-03,Nao,Frio,Ativo
L-8114,2025-07-28,Sim,Morno,Ativo
L-3161,2025-07-17,Nao,Frio,Ativo
L-8634,2025-04-26,Sim,Morno,Trial
L-2251,2025-02-22,Sim,Frio,Inativo
L-6155,2026-01-20,Sim,Quente,Ativo
L-9718,2025-11-11,Sim,Quente,Ativo
L-6535,2025-10-25,Sim,Quente,Ativo
L-2084,2025-02-17,Nao,Quente,Trial
L-6139,2025-02-19,Nao,Morno,Cancelado
L-5698,2025-09-06,Sim,Quente,Cancelado
L-7693,2025-08-08,,Morno,Trial
L-6165,2025-04-09,Sim,Quente,Ativo
L-8302,2025-11-09,Sim,Quente,Cancelado
L-2420,2025-08-31,Nao,Frio,Cancelado
L-3083,1900-01-01,Nao,Frio,Ativo
L-1325,2025-10-03,Nao,Morno,Trial
L-6122,2025-08-07,Nao,Frio,Ativo
L-7891,2025-08-01,,Frio,Ativo
L-7751,2025-06-26,Nao,Frio,Ativo
L-8080,2025-02-01,Sim,Quente,Ativo
L-3222,2025-02-23,Sim,Quente,Inativo
L-8008,2026-01-06,Sim,Quente,Trial
L-1992,2025-05-06,Nao,Quente,Ativo
L-3737,2025-09-03,Sim,Quente,Ativo
L-3061,2025-06-02,Sim,Morno,Cancelado
L-4422,2025-12-10,Sim,Quente,Inativo
L-6840,2025-11-20,Nao,Frio,Trial
L-1752,2025-12-26,Sim,Morno,Ativo
L-5180,2025-08-23,Sim,Morno,Ativo
L-8438,2025-02-28,Sim,Quente,Cancelado
L-1182,2025-04-29,Nao,Quente,Ativo
L-8164,2025-05-06,Nao,Morno,Cancelado
L-9091,2026-01-25,Nao,Frio,Ativo
L-9418,2025-05-19,Sim,Quente,Ativo
L-5336,2025-11-16,Nao,Morno,Ativo
L-5684,2025-06-15,Sim,Quente,Ativo
L-5119,2025-09-07,,Frio,Trial
L-1758,2026-01-20,Nao,Quente,Trial
L-8610,2025-05-06,Nao,Frio,Ativo
L-2466,2025-01-15,Sim,Quente,Trial
L-1388,2025-01-06,Sim,Morno,Trial
L-1313,2025-12-04,Sim,Morno,Trial
L-2589,2025-10-25,Sim,Morno,Trial
L-8123,2026-02-03,Sim,Quente,Ativo
L-5811,1900-01-01,Nao,Frio,Inativo
L-5045,2025-12-11,,Quente,Inativo
L-2761,2025-11-23,Sim,Frio,Trial
L-2554,2025-09-16,Sim,Morno,Cancelado
L-5364,2025-04-06,Nao,Quente,Ativo
L-7558,2025-12-27,Nao,Quente,Cancelado
L-9772,2025-10-23,,Frio,Ativo
L-9015,2025-05-26,Sim,Morno,Ativo
L-2445,2025-03-27,Nao,Quente,Cancelado
L-3834,2025-04-11,Nao,Frio,Inativo
L-2809,2025-05-19,Nao,Frio,Inativo
L-3504,1900-01-01,,Frio,Ativo
L-1740,2025-04-25,Nao,Frio,Cancelado
L-1354,2026-01-08,Nao,Frio,Ativo
L-9843,2025-01-02,Sim,Frio,Cancelado
L-6804,2025-09-21,Nao,Morno,Ativo
L-8518,2025-04-25,Nao,Morno,Ativo
L-9469,2026-01-14,Nao,Frio,Ativo
L-4703,2025-08-12,Nao,Morno,Cancelado
L-8650,2025-02-16,Nao,Frio,Cancelado
L-6049,2025-09-13,Nao,Frio,Inativo
L-6753,2025-08-21,,Frio,Trial
L-7084,2025-12-01,Sim,Morno,Inativo
L-9121,2025-02-11,Nao,Frio,Ativo
L-2122,2025-01-05,Sim,Quente,Trial
L-8237,2025-09-03,Nao,Frio,Inativo
L-1354,2025-09-16,Nao,Morno,Trial
L-3918,2026-01-11,Sim,Frio,Trial
L-1830,2025-01-28,Nao,Frio,Cancelado
L-7575,2025-11-01,Nao,Morno,Cancelado
L-7431,2025-09-25,Sim,Quente,Ativo
L-2578,2025-12-28,Nao,Morno,Inativo
L-4202,2025-05-16,Nao,Quente,Cancelado
L-4287,2025-04-13,Sim,Quente,Ativo
L-6795,2025-01-16,Nao,Frio,Ativo
L-1174,2025-04-15,Nao,Frio,Trial
L-4108,2025-03-04,Sim,Morno,Ativo
L-6483,2025-09-11,Sim,Morno,Ativo
L-4597,2025-08-26,Nao,Frio,Ativo
L-5716,2025-12-26,Nao,Quente,Trial
L-2406,2025-10-09,Sim,Morno,Ativo
L-1419,2025-07-07,Sim,Morno,Ativo
L-5262,2025-10-21,Nao,Morno,Ativo
L-5661,2025-02-10,Nao,Frio,Ativo
L-8207,2025-03-09,Nao,Frio,Ativo
L-9539,2025-12-12,Nao,Frio,Cancelado
L-4153,2025-08-12,Sim,Quente,Cancelado
L-2638,2026-01-27,Sim,Quente,Trial
L-8030,2026-01-24,Sim,Frio,Ativo
